variable_name,occurrence_count,file_count,source_areas,extraction_types,likely_roles,module_hints,files,review_reason
banner_tone,4,1,components,declaration | snake_case_reference,local_variable | mentioned,recovery-outcome-legacy,components\recovery-outcome\RecoveryOutcomeMainCard.jsx,appears_with_multiple_roles
baseline_direct_cost_rate,4,1,lib,declaration | snake_case_reference,calculation,revenue-cogs,lib\calculations\businessModellingCalculations.js,repeated_reference
baseline_total_direct_costs,4,1,lib,declaration | snake_case_reference,calculation,revenue-cogs,lib\calculations\businessModellingCalculations.js,repeated_reference
billable_volume_factor,4,1,lib,declaration | snake_case_reference,calculation,business-modelling,lib\calculations\businessModellingCalculations.js,repeated_reference
build_asset_overhead_assignment_rows,4,1,hooks,function | snake_case_reference,mentioned,assets,hooks\useAssets.js,repeated_reference
build_asset_overhead_pool_summary,4,1,lib,function | snake_case_reference,selector,assets,lib\selectors\assetSelectors.js,repeated_reference
build_direct_cost_categories_from_pnl_lines,4,1,components,function | snake_case_reference,mentioned,p-and-l,components\p-and-l\ProfitAndLossQuickImportPanel.jsx,repeated_reference
build_general_overheads_from_pnl,4,1,hooks,function | snake_case_reference,output_contract_field,p-and-l,hooks\useGeneralOverheads.js,repeated_reference
build_labour_type_rows_by_class,4,1,lib,function | snake_case_reference,output_contract_field,labour,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,repeated_reference
build_pool_source_line,4,1,lib,function | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadPoolSelectors.js,repeated_reference
build_reconciliation,4,1,lib,function | snake_case_reference,output_contract_field,p-and-l,lib\selectors\profitAndLossSelectors.js,repeated_reference
build_recovery_share_warning_system,4,1,lib,export_function | function | snake_case_reference | warning_id,exported_function | warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,appears_with_multiple_roles
business_summary_outputs,4,1,hooks,declaration | snake_case_reference,calculation | mentioned | output_contract_field,business-summary,hooks\useRecoverySummary.js,appears_with_multiple_roles
calculate_finance_end_date,4,1,lib,function | snake_case_reference,calculation,assets,lib\calculations\assetCalculations.js,repeated_reference
calculation_inputs,4,1,hooks,declaration | snake_case_reference,calculation,cost-allocation,hooks\useCostAllocation.js,repeated_reference
category_ids,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,p-and-l,lib\p-and-l\profitAndLossExcelImporter.js,appears_with_multiple_roles
category_value,4,1,components,declaration | snake_case_reference,local_variable | mentioned,business-summary,components\business-summary\BusinessSummaryHierarchyBuilder.js,appears_with_multiple_roles
check_recovery_driver_rows,4,1,lib,export_function | function | snake_case_reference,exported_function | warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,appears_with_multiple_roles
check_recovery_share_total,4,1,lib,export_function | function | snake_case_reference,exported_function | warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,appears_with_multiple_roles
class_name,4,1,components,declaration | snake_case_reference,local_variable | mentioned,business-summary,components\business-summary\BusinessSummaryMacroPositionCard.jsx,appears_with_multiple_roles
cleaned_name,4,1,components,declaration | snake_case_reference,local_variable | mentioned,cost-allocation,components\cost-allocation\groups\CostAllocationCreateGroupForm.jsx,appears_with_multiple_roles
cog_gst_total,4,1,lib,declaration | object_key | snake_case_reference,local_variable | mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
cog_total_credit,4,1,lib,declaration | object_key | snake_case_reference,local_variable | mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
cog_total_debit,4,1,lib,declaration | object_key | snake_case_reference,local_variable | mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
cog_total_gross,4,1,lib,declaration | object_key | snake_case_reference,local_variable | mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
comparison_label,4,1,lib,declaration | snake_case_reference,calculation | local_variable | mentioned,module-reconciliation,lib\reconciliation\reconciliationRules.js,appears_with_multiple_roles
cost_allocation_output_contract,4,1,hooks,declaration | snake_case_reference,output_contract_field,labour,hooks\rate-builder\useRateBuilderLabourRates.js,repeated_reference
cost_of_sales_progress,4,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\p-and-l\ProfitAndLossProgressPanel.jsx,appears_with_multiple_roles
cost_summary_outputs,4,1,hooks,declaration | snake_case_reference,mentioned | output_contract_field,cost-summary,hooks\useRevenueSummary.js,appears_with_multiple_roles
create_division,4,1,lib,function | snake_case_reference,mentioned,cost-allocation,lib\storage\costAllocationStorage.js,repeated_reference
create_group,4,1,lib,function | snake_case_reference,mentioned,cost-allocation,lib\storage\costAllocationStorage.js,repeated_reference
current_asset_interest_annual,4,1,lib,declaration | snake_case_reference,selector,assets,lib\selectors\assetSelectors.js,repeated_reference
current_asset_recovery_fields,4,1,hooks,declaration | snake_case_reference,calculation | local_variable | mentioned,assets,hooks\useAssets.js,appears_with_multiple_roles
current_finance_payment_annual,4,1,lib,declaration | snake_case_reference,selector,assets,lib\selectors\assetSelectors.js,repeated_reference
current_group_key,4,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\p-and-l\ProfitAndLossCostOfSalesLineRow.jsx,appears_with_multiple_roles
current_margin_percent,4,1,lib,declaration | object_key | snake_case_reference,calculation,labour,lib\calculations\rateBuilderLabourRateCalculations.js,repeated_reference
current_option_value,4,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\p-and-l\ProfitAndLossOperatingExpenseGroup.jsx,appears_with_multiple_roles
current_principal_annual,4,1,lib,declaration | snake_case_reference,selector,assets,lib\selectors\assetSelectors.js,repeated_reference
custom_direct_cost_category_name,4,1,components,array_destructured_name | snake_case_reference,mentioned,p-and-l,components\p-and-l\ProfitAndLossCustomDirectCostCategoryPanel.jsx,repeated_reference
date_index,4,1,lib,object_key | snake_case_reference,mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
default_utilisation_hours_per_week,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,assets,lib\storage\assetStorage.js,appears_with_multiple_roles
deleted_profile,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,assets,lib\storage\assetProfileStorage.js,appears_with_multiple_roles
description_index,4,1,lib,object_key | snake_case_reference,mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
detected_section,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,p-and-l,lib\p-and-l\profitAndLossExcelImporter.js,appears_with_multiple_roles
direct,4,1,components,object_key,object_field,p-and-l,components\p-and-l\ProfitAndLossCostOfSalesLineRow.jsx,repeated_reference
display_calculator_name,4,1,components,declaration | snake_case_reference,local_variable | mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,appears_with_multiple_roles
download_status,4,1,components,array_destructured_name | snake_case_reference,status_field,model-readiness,components\model-readiness\ModelReadinessAuditPanel.jsx,status_or_trust_field
duplicated_calculator,4,1,components,declaration | snake_case_reference,local_variable | mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,appears_with_multiple_roles
duplicated_model,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,labour,lib\actions\rate-builder\rateBuilderLabourRateModelActions.js,appears_with_multiple_roles
early_payoff_amount,4,1,lib,object_key | snake_case_reference,mentioned | object_field,assets,lib\storage\assetStorage.js,appears_with_multiple_roles
efficiency_factor,4,1,lib,declaration | object_key | snake_case_reference,calculation,labour,lib\calculations\rateBuilderLabourRateCalculations.js,repeated_reference
employee_overheads_check,4,1,lib,declaration | snake_case_reference,mentioned | output_contract_field,general-overheads,lib\reconciliation\reconciliationRules.js,appears_with_multiple_roles
employer_cost_ratio,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourDriverSelectors.js,repeated_reference
employer_kiwisaver_rate,4,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\labourCalculations.js,repeated_reference
employer_uplift,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
entitlement_ratio,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourDriverSelectors.js,repeated_reference
entitlement_uplift,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
error_message,4,1,components,array_destructured_name | snake_case_reference,mentioned,p-and-l,components\p-and-l\ProfitAndLossQuickImportPanel.jsx,repeated_reference
existing_calculator,4,1,components,declaration | snake_case_reference,local_variable | mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,appears_with_multiple_roles
existing_rate,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourTypeSelectors.js,repeated_reference
explained_recovery_exceeds_100,4,1,lib,declaration | snake_case_reference,calculation,recovery-summary,lib\calculations\recoverySummaryCalculations.js,repeated_reference
explicit_cost,4,1,lib,declaration | snake_case_reference,calculation,cost-allocation,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
external_delivery_dependency,4,1,lib,object_key | snake_case_reference,calculation | warning_id,recovery-outcome-legacy,lib\calculations\recoveryOutcomeCalculations.js,appears_with_multiple_roles
extract_rate_builder_labour_recovery_rows,4,1,lib,function | snake_case_reference,selector,labour,lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,repeated_reference
fallback_source,4,1,lib,snake_case_reference,warning_id,recovery-outcome-legacy,lib\calculations\recoveryOutcomeCalculations.js,repeated_reference
finance_progress_ratio,4,1,lib,declaration | snake_case_reference,calculation,assets,lib\calculations\assetCalculations.js,repeated_reference
find_labour_row,4,1,hooks,function | snake_case_reference,mentioned,labour,hooks\cost-allocation\useCostAllocationAssignmentCards.js,repeated_reference
first_calculator,4,1,components,declaration | snake_case_reference,local_variable | mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,appears_with_multiple_roles
first_group_name,4,1,components,array_destructured_name | snake_case_reference,mentioned,cost-allocation,components\cost-allocation\divisions\CostAllocationCreateDivisionForm.jsx,repeated_reference
first_unit_row,4,1,lib,declaration | snake_case_reference,calculation,recovery-summary,lib\calculations\recoverySummaryCalculations.js,repeated_reference
flat_warnings_count,4,1,components,snake_case_reference | warning_id,warning_id,cost-allocation,components\cost-allocation\CostAllocationStatusStrip.jsx,repeated_reference
format_labour_type_label,4,1,lib,export_function | function | snake_case_reference,exported_function | selector,labour,lib\selectors\labour\labourTypeSelectors.js,appears_with_multiple_roles
format_multiplier_as_percent,4,1,components,function | snake_case_reference,mentioned,p-and-l,components\rate-builder\RateBuilderPnlLabourBenchmarkCard.jsx,repeated_reference
